Estructura de generación (MW)

Hora,Eólica,Nuclear,Fuel/gas,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Enlace balear,Solar fotovoltaica,Solar térmica,Térmica renovable,Cogeneración y residuos
"2024-12-03 06:05","2829","5091","0","269","9594","2584","478","-82","17","4","466","2198",
"2024-12-03 06:10","2847","5092","0","287","9607","3144","200","-82","17","4","466","2195",
"2024-12-03 06:15","2834","5089","0","287","9844","3215","26","-82","17","4","466","2190",
"2024-12-03 06:20","2844","5091","0","287","10093","3142","-26","-82","17","4","466","2191",
"2024-12-03 06:25","2771","5090","0","287","10233","3232","43","-82","17","4","466","2191",
"2024-12-03 06:30","2727","5092","0","287","10491","3417","8","-82","17","4","466","2186",
"2024-12-03 06:35","2696","5089","0","287","10680","3642","66","-82","17","4","466","2187",
"2024-12-03 06:40","2649","5092","0","286","10885","3697","40","-82","17","4","466","2181",
"2024-12-03 06:45","2589","5090","0","286","11205","3858","-27","-82","17","4","466","2178",
"2024-12-03 06:50","2478","5087","0","303","11342","4272","-221","-82","17","4","466","2171",
"2024-12-03 06:55","2400","5090","0","317","11393","4514","-89","-82","17","4","466","2175",
"2024-12-03 07:00","2381","5091","0","324","11530","4732","-173","-91","17","4","466","2152",
"2024-12-03 07:05","2390","5095","0","314","11896","4750","15","-101","17","4","469","2174",
"2024-12-03 07:10","2395","5093","0","303","12099","5158","29","-102","17","4","469","2177",
"2024-12-03 07:15","2414","5093","0","303","12507","5135","28","-102","17","4","469","2175",
"2024-12-03 07:20","2371","5093","0","303","12986","4995","-94","-102","17","4","469","2176",
"2024-12-03 07:25","2347","5093","0","303","13278","5164","-210","-102","17","4","469","2178",
"2024-12-03 07:30","2325","5091","0","303","13507","5213","-360","-102","17","4","469","2178",
"2024-12-03 07:35","2281","5092","0","303","13718","5238","-346","-102","17","4","469","2181",
"2024-12-03 07:40","2274","5088","0","304","13799","5275","-152","-102","17","4","469","2181",
"2024-12-03 07:45","2281","5092","0","304","13878","5296","32","-101","17","4","469","2170",
"2024-12-03 07:50","2276","5089","0","322","13969","5275","154","-102","17","4","469","2172",
"2024-12-03 07:55","2273","5089","0","343","14100","5478","22","-101","17","4","469","2170",
"2024-12-03 08:00","2258","5090","0","362","13630","5764","301","-122","18","4","469","2139",
"2024-12-03 08:05","2229","5091","0","358","13081","6086","758","-128","22","4","472","2176",
"2024-12-03 08:10","2153","5086","0","358","13024","6327","905","-128","27","4","472","2175",
"2024-12-03 08:15","2117","5089","0","357","13122","6417","803","-128","42","4","472","2174",
"2024-12-03 08:20","2053","5092","0","357","13020","6481","1091","-128","63","4","472","2174",
"2024-12-03 08:25","2019","5088","0","357","13057","6554","838","-128","100","4","472","2176",
"2024-12-03 08:30","1976","5092","0","356","13037","6517","788","-128","155","4","472","2177",
"2024-12-03 08:35","1976","5091","0","355","13170","6598","490","-128","233","4","472","2175",
"2024-12-03 08:40","1955","5097","0","355","12943","6638","609","-128","346","4","472","2174",
"2024-12-03 08:45","1963","5091","0","360","12852","6539","672","-128","502","4","472","2162",
"2024-12-03 08:50","1978","5090","0","384","12913","6444","337","-128","696","4","472","2145",
"2024-12-03 08:55","1989","5090","0","394","12916","6295","400","-128","922","4","472","2164",
"2024-12-03 09:00","2024","5091","0","391","13531","6554","-902","-113","1182","4","472","2165",
"2024-12-03 09:05","2076","5088","0","405","13995","6739","-1841","-102","1469","4","474","2165",
"2024-12-03 09:10","2120","5094","0","408","14039","6699","-2011","-102","1755","4","474","2158",
"2024-12-03 09:15","2138","5093","0","408","13876","6384","-1978","-102","2058","4","474","2144",
"2024-12-03 09:20","2158","5091","0","408","13665","6145","-1634","-102","2351","4","474","2138",
"2024-12-03 09:25","2163","5091","0","406","13558","6159","-1925","-102","2709","4","474","2103",
"2024-12-03 09:30","2188","5092","0","408","13253","5936","-1971","-102","3077","4","474","2141",
"2024-12-03 09:35","2173","5088","0","408","13042","5710","-1913","-102","3511","4","474","2145",
"2024-12-03 09:40","2238","5089","0","408","12999","5457","-2198","-102","3932","4","474","2138",
"2024-12-03 09:45","2270","5092","0","408","12618","5339","-2192","-102","4302","4","474","2139",
"2024-12-03 09:50","2306","5089","0","404","12208","5044","-1955","-102","4751","4","474","2148",
"2024-12-03 09:55","2309","5091","0","404","12069","4976","-2149","-101","5074","4","474","2144",
"2024-12-03 10:00","2334","5088","0","404","12222","4604","-2202","-92","5417","4","474","2061",
"2024-12-03 10:05","2311","5088","0","417","12195","4485","-2690","-82","5876","4","473","2066",
"2024-12-03 10:10","2271","5090","0","432","12046","4523","-3060","-82","6199","4","473","2028",
"2024-12-03 10:15","2264","5089","0","442","11640","4288","-2639","-82","6429","4","473","2064",
"2024-12-03 10:20","2257","5090","0","442","11353","4277","-2494","-82","6666","4","473","2062",
"2024-12-03 10:25","2221","5089","0","436","11115","4094","-2267","-82","6864","8","473","2059",
"2024-12-03 10:30","2203","5089","0","439","10909","4105","-2259","-82","7044","7","473","2026",
"2024-12-03 10:35","2218","5087","0","443","11031","4103","-2515","-82","7191","7","473","2070",
"2024-12-03 10:40","2211","5090","0","441","10983","3915","-2759","-82","7452","7","473","2069",
"2024-12-03 10:45","2221","5089","0","441","10703","3986","-2698","-82","7660","7","473","2067",
"2024-12-03 10:50","2230","5090","0","439","10540","4049","-2615","-82","7656","6","473","2055",
"2024-12-03 10:55","2231","5088","0","439","10522","4016","-2841","-82","7775","17","473","2054",
"2024-12-03 11:00","2269","5092","0","439","10387","4417","-3540","-82","7899","22","473","2130",
"2024-12-03 11:05","2327","5087","0","439","10523","4647","-4030","-82","8168","23","467","2135",
"2024-12-03 11:10","2419","5088","0","438","10456","4626","-4506","-82","8395","25","467","2122",
"2024-12-03 11:15","2507","5092","0","438","10293","4533","-4395","-82","8444","28","467","2135",
"2024-12-03 11:20","2613","5092","0","437","10440","4422","-4929","-82","8555","28","467","2138",
"2024-12-03 11:25","2698","5089","0","437","10331","3971","-4664","-82","8674","35","467","2129",
"2024-12-03 11:30","2789","5090","0","437","9981","3689","-4048","-82","8620","47","467","2137",
"2024-12-03 11:35","2875","5093","0","437","10073","3482","-4321","-82","8863","51","467","2148",
"2024-12-03 11:40","2985","5094","0","437","10056","3215","-4388","-82","9153","58","467","2144",
"2024-12-03 11:45","3128","5089","0","435","9840","3145","-4281","-82","9147","66","467","2149",
"2024-12-03 11:50","3184","5091","0","437","9780","2997","-4132","-82","9226","66","467","2146",
"2024-12-03 11:55","3273","5090","0","434","9831","2986","-4298","-82","9349","75","467","2149",
"2024-12-03 12:00","3363","5090","0","434","10065","3062","-4835","-82","9398","80","467","2144",
"2024-12-03 12:05","3493","5089","0","434","10308","3092","-5291","-82","9509","89","466","2143",
"2024-12-03 12:10","3611","5094","0","434","10511","2885","-5374","-82","9500","94","466","2146",
"2024-12-03 12:15","3707","5091","0","436","10530","2690","-5215","-82","9565","94","461","2112",
"2024-12-03 12:20","3771","5092","0","438","10574","2538","-4993","-81","9568","100","459","2158",
"2024-12-03 12:25","3813","5092","0","437","10592","2419","-4864","-82","9593","101","459","2153",
"2024-12-03 12:30","3940","5092","0","437","9872","2488","-4911","-82","9610","104","459","2134",
"2024-12-03 12:35","4044","5092","0","437","9899","2578","-5228","-82","9602","109","459","2146",
"2024-12-03 12:40","4156","5092","0","435","9823","2559","-5463","-82","9848","110","459","2144",
"2024-12-03 12:45","4304","5093","0","437","9765","2376","-5356","-82","9857","112","459","2142",
"2024-12-03 12:50","4445","5092","0","437","9756","2251","-5149","-82","9689","115","459","2140",
"2024-12-03 12:55","4550","5091","0","436","9644","2221","-5337","-82","9890","124","459","2140",
"2024-12-03 13:00","4663","5091","0","436","9515","2062","-5375","-82","9949","130","459","2091",
"2024-12-03 13:05","4750","5082","0","426","9128","1882","-4646","-81","9917","139","469","2138",
"2024-12-03 13:10","4815","5089","0","403","9363","1923","-5146","-81","10063","141","469","2137",
"2024-12-03 13:15","4871","5091","0","386","9239","1924","-4820","-82","9944","146","469","2133",
"2024-12-03 13:20","4979","5088","0","376","9060","2124","-4837","-81","9945","149","469","2096",
"2024-12-03 13:25","5087","5089","0","378","8994","2076","-4831","-82","9986","157","469","2159",
"2024-12-03 13:30","5212","5087","0","378","9146","2069","-5058","-82","9963","158","469","2149",
"2024-12-03 13:35","5365","5087","0","378","9306","2013","-5296","-81","9873","163","469","2136",
"2024-12-03 13:40","5411","5086","0","378","9225","1851","-5220","-82","9838","162","469","2116",
"2024-12-03 13:45","5578","5086","0","377","9075","1865","-5082","-82","9708","164","447","2115",
"2024-12-03 13:50","5654","5088","0","377","8859","1824","-4860","-82","9723","166","447","2118",
"2024-12-03 13:55","5791","5089","0","375","8825","1770","-4976","-82","9793","165","447","2142",
"2024-12-03 14:00","5857","5087","0","377","8598","1809","-4944","-82","9609","157","447","2123",
"2024-12-03 14:05","5953","5085","0","375","8785","1972","-5452","-82","9743","157","443","2095",
"2024-12-03 14:10","5967","5085","0","374","8792","1990","-5432","-82","9772","154","443","2097",
"2024-12-03 14:15","6168","5086","0","374","8784","1946","-5148","-82","9506","145","459","2091",
"2024-12-03 14:20","6329","5088","0","375","8664","1816","-5019","-82","9474","148","459","2083",
"2024-12-03 14:25","6460","5086","0","375","8744","1877","-5153","-82","9312","155","459","2046",
"2024-12-03 14:30","6604","5088","0","373","8707","1780","-4976","-82","9152","160","459","2074",
"2024-12-03 14:35","6712","5084","0","371","8635","1911","-5319","-82","9146","157","459","2070",
"2024-12-03 14:40","6780","5083","0","372","8537","1987","-5169","-82","9019","156","459","2060",
"2024-12-03 14:45","6918","5085","0","372","8633","2015","-5367","-81","8861","150","459","2025",
"2024-12-03 14:50","7000","5084","0","373","8730","2075","-5137","-82","8523","150","459","2068",
"2024-12-03 14:55","7102","5084","0","373","8783","2169","-5281","-82","8379","150","459","2062",
"2024-12-03 15:00","7219","5086","0","373","8611","1946","-4918","-91","8350","150","459","2063",
"2024-12-03 15:05","7326","5087","0","364","8475","1858","-4710","-101","8192","147","474","2055",
"2024-12-03 15:10","7470","5088","0","353","8513","2010","-4880","-102","8076","139","474","2055",
"2024-12-03 15:15","7550","5087","0","354","8665","2150","-4919","-102","7804","141","474","2051",
"2024-12-03 15:20","7701","5085","0","354","8792","2122","-4912","-102","7638","148","474","2069",
"2024-12-03 15:25","7728","5084","0","354","8618","2185","-4666","-102","7407","152","474","2062",
"2024-12-03 15:30","7843","5082","0","354","8681","2255","-4977","-102","7376","153","474","2065",
"2024-12-03 15:35","7841","5087","0","354","8664","2464","-4880","-102","7160","157","474","2057",
"2024-12-03 15:40","7863","5082","0","354","8849","2450","-5049","-102","6946","164","474","2066",
"2024-12-03 15:45","7859","5085","0","354","8901","2470","-4954","-102","6836","177","474","2067",
"2024-12-03 15:50","7939","5085","0","353","9082","2495","-4919","-102","6522","190","474","2032",
"2024-12-03 15:55","7898","5083","0","354","9580","2540","-4789","-102","6140","196","474","2078",
"2024-12-03 16:00","8031","5082","0","360","9514","2572","-4389","-121","5624","196","474","2061",
"2024-12-03 16:05","8026","5088","0","376","9369","2688","-3983","-135","5317","199","476","2084",
"2024-12-03 16:10","8058","5088","0","395","9524","2673","-3662","-135","4988","206","476","2087",
"2024-12-03 16:15","8063","5084","0","411","9674","2830","-3867","-135","4718","208","476","2073",
"2024-12-03 16:20","8096","5087","0","411","9821","3006","-3939","-135","4363","210","476","2099",
"2024-12-03 16:25","8071","5083","0","410","10035","3032","-3816","-135","4041","204","476","2122",
"2024-12-03 16:30","8044","5083","0","410","10339","3062","-3799","-135","3702","197","476","2128",
"2024-12-03 16:35","8047","5086","0","410","10747","3308","-3904","-135","3329","193","476","2133",
"2024-12-03 16:40","8079","5085","0","410","10904","3514","-3763","-135","3041","183","476","2118",
"2024-12-03 16:45","8068","5086","0","410","11414","3575","-4059","-135","2767","173","476","2126",
"2024-12-03 16:50","8118","5086","0","410","11629","3712","-4143","-135","2463","170","476","2120",
"2024-12-03 16:55","8159","5083","0","410","11604","3721","-3850","-135","2175","166","476","2125",
"2024-12-03 17:00","8168","5084","0","410","11542","3951","-3750","-154","1870","161","476","2124",
"2024-12-03 17:05","8197","5086","0","428","11258","4181","-3466","-168","1577","150","482","2116",
"2024-12-03 17:10","8299","5082","0","450","11265","4421","-3307","-168","1307","132","482","2129",
"2024-12-03 17:15","8422","5085","0","459","11335","4636","-3489","-168","1035","125","482","2082",
"2024-12-03 17:20","8474","5084","0","459","11365","4884","-3403","-168","851","117","482","2111",
"2024-12-03 17:25","8599","5085","0","460","11422","5098","-3499","-168","687","96","482","2107",
"2024-12-03 17:30","8662","5084","0","462","11626","5067","-3494","-168","506","88","482","2112",
"2024-12-03 17:35","8764","5086","0","461","11826","4822","-3355","-168","374","74","482","2077",
"2024-12-03 17:40","8838","5082","0","461","11915","5128","-3482","-168","272","60","482","2119",
"2024-12-03 17:45","8876","5085","0","462","12075","5227","-3389","-168","191","41","482","2116",
"2024-12-03 17:50","8961","5084","0","459","12041","5321","-3272","-168","131","39","482","2119",
"2024-12-03 17:55","9065","5086","0","462","11989","5363","-3202","-168","86","39","482","2102",
"2024-12-03 18:00","9061","5085","0","455","11619","4848","-2271","-192","54","39","482","2085",
"2024-12-03 18:05","8793","5085","0","474","11329","4793","-1495","-216","32","39","482","2082",
"2024-12-03 18:10","8781","5089","0","477","11155","5171","-1372","-216","25","38","482","2079",
"2024-12-03 18:15","8828","5088","0","479","10974","5540","-1442","-216","24","35","477","2075",
"2024-12-03 18:20","8920","5084","0","480","10792","5794","-1587","-216","23","34","477","2039",
"2024-12-03 18:25","8897","5085","0","477","10894","5855","-1651","-216","23","32","477","2078",
"2024-12-03 18:30","8947","5084","0","479","10891","5819","-1676","-216","22","30","477","2083",
"2024-12-03 18:35","8985","5087","0","479","10926","5840","-1646","-216","22","21","477","2086",
"2024-12-03 18:40","8991","5084","0","479","10932","5804","-1670","-216","22","23","477","2047",
"2024-12-03 18:45","9017","5087","0","479","11044","5797","-1633","-216","22","21","477","2077",
"2024-12-03 18:50","9089","5088","0","477","11044","5848","-1668","-215","22","23","477","2076",
"2024-12-03 18:55","9116","5088","0","476","10944","5792","-1560","-216","22","22","477","2070",
"2024-12-03 19:00","9132","5085","0","479","10796","5852","-1578","-219","20","20","477","2082",
"2024-12-03 19:05","9129","5088","0","479","10793","5811","-1398","-219","20","18","478","2073",
"2024-12-03 19:10","9198","5087","0","478","10785","5747","-1313","-219","20","18","478","2083",
"2024-12-03 19:15","9212","5090","0","478","10865","5630","-1231","-219","19","18","478","2076",
"2024-12-03 19:20","9276","5089","0","480","10892","5851","-1460","-219","19","18","478","2077",
"2024-12-03 19:25","9318","5086","0","477","10850","5658","-1269","-219","19","18","478","2084",
"2024-12-03 19:30","9316","5090","0","478","10935","5711","-1353","-219","19","17","444","2083",
"2024-12-03 19:35","9228","5086","0","478","10926","5895","-1438","-218","19","20","444","2074",
"2024-12-03 19:40","9223","5089","0","478","10991","5855","-1296","-219","19","16","444","2075",
"2024-12-03 19:45","9299","5088","0","478","11065","5770","-1227","-219","19","17","444","2039",
"2024-12-03 19:50","9311","5088","0","477","11039","5849","-1289","-219","19","17","444","2077",
"2024-12-03 19:55","9331","5088","0","477","11040","5883","-1367","-219","19","17","444","2085",
"2024-12-03 20:00","9349","5086","0","474","11170","6422","-2032","-221","19","17","444","2087",
"2024-12-03 20:05","9277","5088","0","459","11522","6875","-2764","-221","20","18","450","2052",
"2024-12-03 20:10","9243","5089","0","458","11558","6722","-2421","-221","20","17","450","2085",
"2024-12-03 20:15","9182","5091","0","458","11832","6566","-2471","-220","20","17","450","2094",
"2024-12-03 20:20","9039","5088","0","460","11932","6693","-2478","-221","20","17","450","2092",
"2024-12-03 20:25","9067","5090","0","456","12068","6534","-2413","-221","19","17","450","2081",
"2024-12-03 20:30","9039","5089","0","457","11968","6410","-2230","-221","20","17","450","2084",
"2024-12-03 20:35","8976","5093","0","456","12107","6327","-2187","-221","20","17","450","2086",
"2024-12-03 20:40","8970","5089","0","458","12134","6211","-2113","-221","20","17","450","2090",
"2024-12-03 20:45","8949","5090","0","458","12110","6224","-2186","-221","20","17","450","2049",
"2024-12-03 20:50","8951","5090","0","459","12066","6206","-2117","-221","20","17","450","2085",
"2024-12-03 20:55","8921","5088","0","457","12080","6129","-2003","-221","20","17","450","2071",
"2024-12-03 21:00","8848","5088","0","438","12065","5943","-1738","-196","18","17","450","2078",
"2024-12-03 21:05","8880","5090","0","421","12000","5606","-1561","-179","13","17","451","2077",
"2024-12-03 21:10","8850","5087","0","405","11967","5561","-1494","-178","13","17","451","2043",
"2024-12-03 21:15","8867","5088","0","403","11891","5526","-1518","-178","13","17","451","2091",
"2024-12-03 21:20","8874","5090","0","405","11919","5505","-1550","-178","13","8","451","2096",
"2024-12-03 21:25","8862","5088","0","403","11869","5317","-1562","-178","12","4","451","2086",
"2024-12-03 21:30","8970","5089","0","405","11708","4994","-1410","-178","12","5","451","2050",
"2024-12-03 21:35","8933","5087","0","404","11648","4761","-1356","-178","12","5","451","2083",
"2024-12-03 21:40","8945","5092","0","404","11518","4528","-1267","-178","12","5","451","2076",
"2024-12-03 21:45","8953","5090","0","399","11454","4263","-1130","-178","12","4","451","2081",
"2024-12-03 21:50","8962","5093","0","385","11038","4218","-1166","-178","12","4","451","2079",
"2024-12-03 21:55","9104","5090","0","375","10796","4294","-1359","-178","12","4","451","2085",
"2024-12-03 22:00","9114","5090","0","376","10534","4365","-1554","-169","12","4","451","2090",
"2024-12-03 22:05","9820","5087","0","362","10014","4323","-2073","-158","12","4","451","2081",
"2024-12-03 22:10","9893","5087","0","354","9919","4270","-2286","-148","12","4","451","2093",
"2024-12-03 22:15","9843","5087","0","355","9830","4035","-2073","-138","12","4","451","2097",
"2024-12-03 22:20","9822","5090","0","355","9905","3787","-2133","-128","12","4","451","2095",
"2024-12-03 22:25","9705","5089","0","354","9871","3653","-2255","-117","12","4","451","2075",
"2024-12-03 22:30","9721","5090","0","354","9909","3407","-2338","-107","12","4","451","2093",
"2024-12-03 22:35","9669","5091","0","353","9782","3168","-2070","-102","12","4","451","2044",
