time,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco
2025-01-10 18:00:00,-13.2,-29.1,25.0,0.0,45.0,8.6,1025.8,1.0
2025-01-10 19:00:00,-13.4,-29.7,24.0,0.0,42.0,8.6,1025.5,1.0
2025-01-10 20:00:00,-13.3,-28.4,27.0,0.0,44.0,8.6,1025.1,1.0
2025-01-10 21:00:00,-13.4,-28.9,26.0,0.0,44.0,8.6,1025.4,1.0
2025-01-10 22:00:00,-13.6,-29.0,26.0,0.0,44.0,8.6,1025.6,1.0
2025-01-10 23:00:00,-14.0,-29.4,26.0,0.0,43.0,8.6,1025.2,1.0
2025-01-11 00:00:00,-14.1,-29.5,26.0,0.0,42.0,9.0,1025.0,1.0
2025-01-11 01:00:00,-14.3,-30.1,25.0,0.0,40.0,9.0,1025.1,1.0
2025-01-11 02:00:00,-14.2,-30.0,25.0,0.0,42.0,9.0,1025.2,1.0
2025-01-11 03:00:00,-14.2,-30.0,25.0,0.0,41.0,9.0,1025.5,1.0
2025-01-11 04:00:00,-12.6,-28.6,25.0,0.0,39.0,8.6,1025.9,1.0
2025-01-11 05:00:00,-10.3,-26.2,26.0,0.0,34.0,7.9,1026.3,1.0
2025-01-11 06:00:00,-7.9,-22.9,29.0,0.0,30.0,7.2,1026.0,1.0
2025-01-11 07:00:00,-5.7,-20.2,31.0,0.0,32.0,6.5,1025.2,1.0
2025-01-11 08:00:00,-4.1,-18.0,33.0,0.0,35.0,5.8,1024.6,1.0
2025-01-11 09:00:00,-3.2,-18.0,31.0,0.0,36.0,5.8,1024.2,1.0
2025-01-11 10:00:00,-3.4,-18.9,29.0,0.0,36.0,5.8,1023.8,1.0
2025-01-11 11:00:00,-4.3,-21.9,24.0,0.0,39.0,5.8,1024.2,1.0
2025-01-11 12:00:00,-6.3,-24.6,22.0,0.0,48.0,6.5,1024.4,1.0
2025-01-11 13:00:00,-7.8,-24.9,24.0,0.0,50.0,7.2,1024.5,1.0
2025-01-11 14:00:00,-9.3,-25.3,26.0,0.0,48.0,7.6,1024.5,1.0
2025-01-11 15:00:00,-10.6,-26.0,27.0,0.0,48.0,8.3,1024.5,1.0
2025-01-11 16:00:00,-11.8,-26.7,28.0,0.0,47.0,8.3,1024.3,1.0
2025-01-11 17:00:00,-12.5,-27.3,28.0,0.0,44.0,8.3,1024.3,1.0
2025-01-11 18:00:00,-13.1,-27.8,28.0,0.0,42.0,8.3,1024.0,1.0
2025-01-11 19:00:00,-13.5,-28.5,27.0,0.0,43.0,8.3,1023.7,1.0
2025-01-11 20:00:00,-13.8,-29.2,26.0,0.0,43.0,8.6,1023.4,1.0
2025-01-11 21:00:00,-13.9,-29.7,25.0,0.0,47.0,8.3,1022.8,1.0
2025-01-11 22:00:00,-14.0,-30.2,24.0,0.0,48.0,8.6,1022.6,1.0
2025-01-11 23:00:00,-14.2,-30.9,23.0,0.0,49.0,8.6,1022.3,1.0
2025-01-12 00:00:00,-14.4,-31.0,23.0,0.0,50.0,8.6,1022.1,1.0
2025-01-12 01:00:00,-14.7,-31.8,22.0,0.0,50.0,8.6,1022.0,1.0
2025-01-12 02:00:00,-15.0,-31.5,23.0,0.0,48.0,9.0,1022.1,1.0
2025-01-12 03:00:00,-15.1,-32.1,22.0,0.0,46.0,9.0,1022.3,1.0
2025-01-12 04:00:00,-13.7,-30.9,22.0,0.0,44.0,8.6,1022.5,1.0
2025-01-12 05:00:00,-11.3,-28.8,22.0,0.0,44.0,7.9,1022.6,1.0
2025-01-12 06:00:00,-8.9,-25.8,24.0,0.0,42.0,7.2,1022.6,1.0
2025-01-12 07:00:00,-6.7,-23.5,25.0,0.0,43.0,6.5,1022.4,1.0
2025-01-12 08:00:00,-5.1,-21.7,26.0,0.0,45.0,5.8,1021.7,1.0
2025-01-12 09:00:00,-4.3,-21.4,25.0,0.0,44.0,5.8,1021.3,1.0
2025-01-12 10:00:00,-4.6,-22.6,23.0,0.0,43.0,5.8,1021.3,1.0
2025-01-12 11:00:00,-6.1,-25.5,20.0,0.0,45.0,6.1,1021.5,1.0
2025-01-12 12:00:00,-8.4,-26.9,21.0,0.0,49.0,6.5,1021.8,1.0
2025-01-12 13:00:00,-9.9,-28.2,21.0,0.0,51.0,6.8,1022.4,1.0
2025-01-12 14:00:00,-11.1,-29.7,20.0,0.0,50.0,7.2,1023.0,1.0
2025-01-12 15:00:00,-12.1,-30.5,20.0,0.0,46.0,7.6,1023.4,1.0
2025-01-12 16:00:00,-12.8,-31.1,20.0,0.0,44.0,7.6,1023.5,1.0
2025-01-12 17:00:00,-13.3,-31.6,20.0,0.0,41.0,7.6,1024.0,1.0
2025-01-12 18:00:00,-13.8,-32.0,20.0,0.0,40.0,7.9,1023.9,1.0
2025-01-12 19:00:00,-14.1,-32.8,19.0,0.0,41.0,7.9,1023.8,1.0
2025-01-12 20:00:00,-14.4,-33.6,18.0,0.0,41.0,8.3,1023.7,1.0
2025-01-12 21:00:00,-14.6,-33.7,18.0,0.0,40.0,8.3,1023.5,1.0
2025-01-12 22:00:00,-14.4,-32.0,21.0,0.0,40.0,8.3,1023.2,1.0
2025-01-12 23:00:00,-14.8,-32.3,21.0,0.0,39.0,8.3,1023.0,1.0
2025-01-13 00:00:00,-15.1,-32.1,22.0,0.0,39.0,8.3,1023.0,1.0
