Estructura de generación (MW)

Hora,Eólica,Nuclear,Fuel/gas,Carbón,Ciclo combinado,Intercambios int,Enlace balear,Solar fotovoltaica,Solar térmica,Térmica renovable,Cogeneración y residuos,Andorra exportación,Marruecos exportación,Portugal exportación,Francia exportación,Francia importación,Portugal importación,Marruecos importación,Andorra importación,Hidráulica
"2024-12-01 14:05","2961","5088","0","573","3851","-802","-82","7622","47","438","2066","0","-655","-2369","0","2240","0","0","18","2992",
"2024-12-01 14:10","2913","5083","0","585","3932","-1376","-82","7716","48","438","2076","0","-604","-2362","0","1614","0","0","18","3196",
"2024-12-01 14:15","2891","5091","0","586","3794","-1413","-81","7718","49","438","2089","0","-605","-2320","0","1520","0","0","18","3128",
"2024-12-01 14:20","2878","5088","0","585","3736","-1286","-81","7655","56","438","2091","0","-495","-2287","0","1537","0","0","18","3115",
"2024-12-01 14:25","2877","5086","0","586","3688","-1228","-81","7582","64","438","2093","0","-491","-2393","0","1676","0","0","18","2992",
"2024-12-01 14:30","2831","5085","0","584","3632","-954","-81","7440","62","438","2095","0","-414","-2355","0","1845","0","0","18","2818",
"2024-12-01 14:35","2793","5086","0","585","3674","-1065","-81","7334","58","438","2101","0","-466","-2352","0","1768","0","0","18","2942",
"2024-12-01 14:40","2817","5081","0","584","3671","-1031","-81","7265","60","438","2103","0","-501","-2365","0","1808","0","0","18","3020",
"2024-12-01 14:45","2776","5086","0","583","3661","-814","-81","7131","58","438","2098","0","-428","-2319","0","1926","0","0","18","3024",
"2024-12-01 14:50","2730","5089","0","583","3708","-647","-81","7069","55","438","2086","0","-428","-2323","0","2118","0","0","18","2834",
"2024-12-01 14:55","2682","5086","0","581","3907","-904","-81","7149","53","438","2089","0","-448","-2268","0","1810","0","0","18","2856",
"2024-12-01 15:00","2625","5091","0","574","3910","-628","-91","6832","51","438","2099","0","-525","-2245","0","2161","0","0","18","2933",
"2024-12-01 15:05","2621","5090","0","553","4027","-795","-101","6562","44","439","2099","0","-541","-2075","0","1842","0","0","18","2981",
"2024-12-01 15:10","2582","5093","0","522","3997","-655","-102","6349","43","439","2100","0","-476","-2129","0","1968","0","0","18","2947",
"2024-12-01 15:15","2585","5082","0","517","4119","-742","-102","6212","37","439","2065","0","-470","-2059","0","1806","0","0","18","2971",
"2024-12-01 15:20","2547","5088","0","530","4192","-1000","-102","6231","36","439","2102","0","-513","-2088","0","1650","0","0","18","3017",
"2024-12-01 15:25","2504","5079","0","541","4147","-810","-102","6007","34","439","2095","0","-549","-2100","0","1863","0","0","18","3182",
"2024-12-01 15:30","2481","5085","0","538","4121","-667","-101","5918","39","439","2094","0","-378","-1985","0","1717","0","0","18","3091",
"2024-12-01 15:35","2455","5083","0","539","4253","-471","-102","5618","42","439","2061","0","-507","-2010","0","2065","0","0","18","3251",
"2024-12-01 15:40","2444","5089","0","542","4570","-695","-102","5464","43","439","2104","0","-494","-2138","0","2008","0","0","18","3239",
"2024-12-01 15:45","2419","5085","0","540","4783","-787","-102","5209","43","439","2105","0","-505","-2152","0","1898","0","0","18","3370",
"2024-12-01 15:50","2438","5085","0","540","4806","-923","-102","4967","43","439","2101","0","-414","-2324","0","1800","0","0","18","3452",
"2024-12-01 15:55","2406","5083","0","542","4799","-729","-102","4839","42","439","2106","0","-391","-2156","0","1830","0","0","17","3434",
"2024-12-01 16:00","2428","5078","0","539","4984","-483","-102","4527","41","439","2106","0","-497","-1879","0","1925","0","0","18","3158",
"2024-12-01 16:05","2485","5089","0","526","5345","-155","-102","4172","40","445","2121","0","-468","-1560","0","1906","0","0","17","3306",
"2024-12-01 16:10","2417","5082","0","525","5397","-56","-102","3956","40","445","2124","0","-407","-1501","0","1869","0","0","17","3453",
"2024-12-01 16:15","2413","5087","0","527","5538","-160","-102","3699","39","445","2117","0","-400","-1476","0","1719","0","0","17","3530",
"2024-12-01 16:20","2384","5084","0","526","5782","-229","-102","3455","39","445","2086","0","-375","-1398","0","1565","0","0","17","3521",
"2024-12-01 16:25","2335","5084","0","525","5978","-132","-102","3162","38","445","2116","0","-394","-1389","0","1677","0","0","17","3587",
"2024-12-01 16:30","2339","5083","0","526","6325","-206","-102","2880","36","445","2131","0","-343","-1430","0","1584","0","0","17","3628",
"2024-12-01 16:35","2289","5082","0","530","6478","-167","-102","2656","33","445","2105","0","-324","-1355","0","1530","0","0","17","3633",
"2024-12-01 16:40","2333","5080","0","528","6575","-26","-102","2445","29","445","2070","0","-354","-1361","0","1717","0","0","17","3778",
"2024-12-01 16:45","2306","5086","0","525","6677","-226","-102","2213","25","445","2111","0","-335","-1405","0","1514","0","0","17","3881",
"2024-12-01 16:50","2315","5085","0","526","6811","-319","-102","1930","25","445","2133","0","-383","-1386","0","1467","0","0","17","3986",
"2024-12-01 16:55","2303","5083","0","525","6879","-212","-102","1683","11","445","2140","0","-354","-1307","0","1467","0","0","17","4078",
"2024-12-01 17:00","2285","5085","0","526","6966","324","-102","1424","11","439","2125","0","-496","-671","0","1510","0","0","17","3864",
"2024-12-01 17:05","2268","5085","0","526","6894","1049","-102","1185","11","450","2123","0","-443","0","0","1349","231","0","17","3842",
"2024-12-01 17:10","2252","5088","0","526","7025","1227","-102","1026","11","450","2134","0","-513","0","0","1582","176","0","17","3867",
"2024-12-01 17:15","2310","5087","0","527","7049","984","-102","848","11","450","2134","0","-452","0","0","1249","215","0","18","4035",
"2024-12-01 17:20","2352","5085","0","528","7055","821","-102","690","11","450","2106","0","-455","0","0","1151","108","0","18","4244",
"2024-12-01 17:25","2363","5084","0","531","7095","1009","-102","550","11","450","2147","0","-523","0","0","1402","141","0","18","4333",
"2024-12-01 17:30","2332","5082","0","544","7183","966","-102","424","11","450","2154","0","-547","0","0","1443","91","0","18","4455",
"2024-12-01 17:35","2285","5082","0","553","7441","1029","-102","325","11","450","2151","0","-494","0","0","1498","47","0","18","4543",
"2024-12-01 17:40","2189","5084","0","556","7592","1322","-102","244","11","450","2161","0","-609","0","0","1903","56","0","18","4518",
"2024-12-01 17:45","2104","5082","0","558","7866","1244","-102","183","11","450","2159","0","-536","0","0","1785","64","0","18","4450",
"2024-12-01 17:50","2067","5087","0","558","8180","1219","-102","137","11","450","2171","0","-527","0","0","1726","41","0","18","4485",
"2024-12-01 17:55","2122","5081","0","555","8200","1279","-102","109","11","450","2160","0","-473","0","0","1653","138","0","19","4465",
"2024-12-01 18:00","2093","5084","0","559","7919","2023","-102","90","11","450","2163","0","-543","0","0","2060","526","0","19","4380",
"2024-12-01 18:05","2039","5087","0","558","7320","2780","-102","74","11","452","2142","0","-660","0","0","2548","949","0","19","4428",
"2024-12-01 18:10","2064","5086","0","557","7175","3079","-102","65","11","452","2176","0","-575","0","0","2719","948","0","19","4537",
"2024-12-01 18:15","2113","5090","0","557","7321","2745","-102","63","11","452","2185","0","-626","0","0","2509","886","0","19","4520",
"2024-12-01 18:20","2163","5086","0","559","7467","2779","-102","63","11","452","2181","0","-585","0","0","2547","868","0","19","4554",
"2024-12-01 18:25","2118","5087","0","558","7435","2769","-102","62","11","452","2187","0","-598","0","0","2578","811","0","19","4556",
"2024-12-01 18:30","2055","5089","0","558","7437","2533","-102","62","11","452","2186","0","-721","0","0","2543","727","0","19","4646",
"2024-12-01 18:35","2033","5089","0","557","7488","2865","-102","62","11","452","2190","0","-536","0","0","2636","782","0","19","4813",
"2024-12-01 18:40","2046","5091","0","556","7523","2610","-102","62","11","452","2197","0","-603","0","0","2268","970","0","19","4855",
"2024-12-01 18:45","2085","5087","0","555","7588","2776","-102","62","11","452","2195","0","-629","0","0","2520","895","0","19","4851",
"2024-12-01 18:50","2097","5088","0","559","7545","2825","-102","63","11","452","2199","0","-657","0","0","2567","920","0","19","4890",
"2024-12-01 18:55","2077","5088","0","560","7589","2773","-102","63","11","452","2196","0","-695","0","0","2557","930","0","19","4907",
"2024-12-01 19:00","2061","5087","0","562","7510","2779","-101","63","11","468","2194","0","-724","0","0","2530","981","0","19","4992",
"2024-12-01 19:05","2004","5091","0","578","7460","2652","-102","64","11","476","2187","0","-707","0","0","2155","1223","0","19","5081",
"2024-12-01 19:10","1981","5092","0","583","7340","2726","-102","64","11","476","2163","0","-730","0","0","2278","1197","0","19","5201",
"2024-12-01 19:15","2062","5088","0","578","7373","2724","-102","64","11","476","2197","0","-726","0","0","2287","1182","0","19","5186",
"2024-12-01 19:20","2125","5089","0","577","7500","2539","-102","63","11","476","2196","0","-776","0","0","2159","1178","0","19","5191",
"2024-12-01 19:25","2179","5091","0","578","7512","2598","-102","63","12","476","2198","0","-713","0","0","1946","1400","0","20","5228",
"2024-12-01 19:30","2215","5089","0","578","7472","2821","-102","63","11","476","2156","0","-703","0","0","2256","1289","0","20","5090",
"2024-12-01 19:35","2224","5090","0","578","7707","2434","-102","63","11","476","2200","0","-698","0","0","1770","1386","0","20","5172",
"2024-12-01 19:40","2293","5087","0","577","7700","2697","-102","62","11","476","2199","0","-643","0","0","1971","1364","0","20","5084",
"2024-12-01 19:45","2328","5089","0","577","7673","2678","-102","62","11","476","2201","0","-631","0","0","1988","1342","0","21","5168",
"2024-12-01 19:50","2387","5092","0","578","7882","2671","-102","62","11","476","2169","0","-708","0","0","2047","1338","0","21","4993",
"2024-12-01 19:55","2427","5087","0","578","7896","2762","-102","62","11","476","2201","0","-705","0","0","2244","1244","0","21","4908",
"2024-12-01 20:00","2428","5090","0","578","7807","2663","-102","62","11","476","2213","0","-677","0","0","2215","1147","0","21","4949",
"2024-12-01 20:05","2489","5086","0","598","7811","2367","-102","62","11","481","2209","0","-647","0","0","1953","1082","0","21","5238",
"2024-12-01 20:10","2569","5087","0","614","7674","2523","-102","62","11","481","2210","0","-630","0","0","2119","1056","0","21","5300",
"2024-12-01 20:15","2616","5088","0","617","7609","2590","-102","62","11","481","2209","0","-614","0","0","2228","1035","0","21","5267",
"2024-12-01 20:20","2601","5085","0","616","7773","2548","-102","62","11","481","2206","0","-639","0","0","2104","1105","0","21","5185",
"2024-12-01 20:25","2656","5087","0","617","7936","2744","-102","62","11","481","2211","0","-647","0","0","2349","1071","0","21","5186",
"2024-12-01 20:30","2600","5086","0","623","8039","2635","-102","62","11","481","2206","0","-679","0","0","2271","1059","0","20","5123",
"2024-12-01 20:35","2569","5089","0","615","8196","2402","-102","62","11","481","2207","0","-631","0","0","2028","1027","0","20","5144",
"2024-12-01 20:40","2598","5089","0","615","8182","2785","-102","62","11","481","2204","0","-613","0","0","2379","1084","0","21","5022",
"2024-12-01 20:45","2655","5086","0","579","8199","2794","-102","62","11","481","2198","0","-590","0","0","2333","1067","0","20","5012",
"2024-12-01 20:50","2724","5091","0","564","8283","2754","-102","62","11","481","2211","0","-622","0","0","2357","1025","0","21","5024",
"2024-12-01 20:55","2809","5088","0","561","8425","2656","-102","62","11","481","2174","0","-645","0","0","2406","885","0","20","4965",
"2024-12-01 21:00","2820","5091","0","561","8887","1544","-102","62","11","481","2210","0","-626","-117","0","2290","0","0","20","5179",
"2024-12-01 21:05","2785","5085","0","537","9565","774","-102","62","11","481","2211","0","-609","-999","0","2393","0","0","20","5218",
"2024-12-01 21:10","2732","5088","0","499","9733","308","-102","62","11","481","2202","0","-595","-1264","0","2171","0","0","20","5584",
"2024-12-01 21:15","2702","5092","0","466","9367","835","-102","62","11","481","2168","0","-586","-1088","0","2530","0","0","20","5555",
"2024-12-01 21:20","2684","5091","0","463","9396","761","-101","61","11","481","2209","0","-562","-1070","0","2411","0","0","19","5709",
"2024-12-01 21:25","2657","5088","0","467","9304","802","-102","61","11","481","2203","0","-637","-1038","0","2495","0","0","20","5615",
"2024-12-01 21:30","2632","5090","0","470","9331","1002","-102","61","11","481","2209","0","-600","-1016","0","2663","0","0","19","5477",
"2024-12-01 21:35","2609","5084","0","470","9640","857","-102","61","11","481","2212","0","-623","-926","0","2423","0","0","19","5370",
"2024-12-01 21:40","2610","5090","0","470","9547","951","-102","61","11","481","2211","0","-603","-987","0","2582","0","0","19","5273",
"2024-12-01 21:45","2613","5088","0","470","9501","921","-102","61","11","481","2208","0","-603","-1008","0","2555","0","0","19","5223",
"2024-12-01 21:50","2606","5091","0","469","9273","950","-102","61","11","481","2210","0","-507","-1038","0","2516","0","0","19","5190",
"2024-12-01 21:55","2614","5096","0","470","9283","811","-102","61","11","481","2205","0","-705","-1001","0","2538","0","0","19","5079",
"2024-12-01 22:00","2648","5092","0","467","9282","900","-102","61","11","481","2207","0","-650","-1022","0","2592","0","0","18","4821",
"2024-12-01 22:05","2740","5090","0","468","9524","773","-101","61","11","478","2206","0","-591","-917","0","2333","0","0","18","4812",
"2024-12-01 22:10","2758","5086","0","469","9346","807","-102","61","11","478","2202","0","-577","-848","0","2301","0","0","18","4677",
"2024-12-01 22:15","2796","5089","0","469","9142","835","-102","61","11","478","2204","0","-522","-883","0","2257","0","0","18","4645",
"2024-12-01 22:20","2865","5093","0","469","9096","821","-102","61","11","478","2200","0","-496","-976","0","2305","0","0","18","4617",
"2024-12-01 22:25","2904","5090","0","469","9038","774","-102","61","11","478","2198","0","-429","-968","0","2184","0","0","18","4512",
"2024-12-01 22:30","2939","5088","0","469","8940","876","-102","61","11","478","2203","0","-458","-952","0","2305","0","0","17","4167",
"2024-12-01 22:35","2919","5094","0","471","9029","656","-101","61","11","478","2206","0","-343","-977","0","2027","0","0","17","4054",
"2024-12-01 22:40","2901","5090","0","470","8974","939","-102","61","11","478","2212","0","-430","-969","0","2355","0","0","16","3826",
"2024-12-01 22:45","2855","5090","0","472","8933","983","-102","60","11","478","2206","0","-436","-1046","0","2483","0","0","16","3774",
"2024-12-01 22:50","2844","5091","0","472","8904","716","-102","60","11","478","2207","0","-422","-1006","0","2150","0","0","16","3700",
"2024-12-01 22:55","2841","5093","0","473","8714","978","-101","60","11","478","2204","0","-368","-1009","0","2362","0","0","16","3609",
"2024-12-01 23:00","2821","5093","0","472","8725","901","-101","60","11","478","2206","0","-292","-1167","0","2379","0","0","16","3564",
"2024-12-01 23:05","2818","5091","0","429","8552","918","-101","60","11","477","2197","0","-226","-1200","0","2361","0","0","15","3601",
"2024-12-01 23:10","2810","5091","0","428","8500","864","-102","60","11","477","2190","0","-185","-1314","0","2375","0","0","15","3658",
"2024-12-01 23:15","2819","5094","0","431","8321","1094","-102","60","11","477","2196","0","-170","-1338","0","2618","0","0","15","3613",
"2024-12-01 23:20","2904","5090","0","430","8363","890","-102","60","11","477","2195","0","-145","-1387","0","2438","0","0","15","3297",
"2024-12-01 23:25","2971","5092","0","431","8312","805","-102","60","11","477","2160","0","-70","-1378","0","2269","0","0","15","3131",
"2024-12-01 23:30","3009","5091","0","432","8055","1139","-102","60","11","477","2189","0","-175","-1342","0","2672","0","0","14","2868",
"2024-12-01 23:35","2999","5086","0","432","8269","811","-102","60","11","477","2194","0","-224","-1303","0","2353","0","0","14","3083",
"2024-12-01 23:40","3031","5091","0","432","8135","832","-102","60","11","477","2183","0","-360","-1246","0","2450","0","0","14","2862",
"2024-12-01 23:45","3057","5091","0","432","7999","1351","-102","60","11","477","2146","0","-261","-1276","0","2904","0","0","14","2602",
"2024-12-01 23:50","3039","5091","0","439","8105","971","-102","60","11","477","2191","0","-206","-1257","0","2452","0","0","14","2570",
"2024-12-01 23:55","3103","5092","0","459","7746","1300","-102","60","11","477","2195","0","-83","-1344","0","2738","0","0","14","2406",
"2024-12-02 00:00","3099","5090","0","471","8331","483","-102","60","11","477","2189","0","-157","-1736","0","2391","0","0","14","2368",
"2024-12-02 00:05","3099","5093","0","473","8772","-3","-102","60","11","482","2147","0","-60","-2283","0","2355","0","0","14","2437",
"2024-12-02 00:10","3145","5093","0","479","9019","-193","-102","60","11","482","2184","0","-104","-2247","0","2163","0","0","13","2159",
"2024-12-02 00:15","3187","5090","0","474","8648","116","-102","60","11","482","2184","0","-137","-2257","0","2547","0","0","14","2170",
"2024-12-02 00:20","3214","5094","0","476","8238","151","-102","60","11","482","2181","0","-8","-2202","0","2399","0","0","13","2208",
"2024-12-02 00:25","3197","5091","0","474","8144","232","-102","60","11","482","2175","0","-67","-2251","0","2562","0","0","13","2309",
"2024-12-02 00:30","3253","5091","0","476","7950","408","-102","60","11","482","2179","0","0","-2214","0","2624","0","9","13","2219",
"2024-12-02 00:35","3268","5093","0","475","7897","422","-102","60","11","482","2180","0","0","-2160","0","2491","0","63","13","2083",
"2024-12-02 00:40","3320","5091","0","475","7719","267","-102","60","11","482","2183","0","0","-2180","0","2272","0","191","13","2052",
"2024-12-02 00:45","3331","5092","0","469","7565","242","-102","60","11","482","2177","0","0","-2362","0","2526","0","93","13","1856",
"2024-12-02 00:50","3296","5097","0","448","7481","362","-102","60","12","482","2137","0","0","-2434","0","2690","0","120","12","1965",
"2024-12-02 00:55","3286","5091","0","418","7479","243","-102","60","12","482","2170","0","-31","-2420","0","2691","0","0","12","1960",
"2024-12-02 01:00","3255","5092","0","418","7646","-20","-102","60","12","482","2168","0","-27","-2602","0","2560","0","0","12","1964",
"2024-12-02 01:05","3306","5091","0","422","7893","-93","-102","60","12","479","2166","0","0","-2540","0","2447","0","12","12","1971",
"2024-12-02 01:10","3324","5094","0","418","7873","-260","-102","60","11","479","2136","0","-5","-2582","0","2341","0","0","12","1948",
"2024-12-02 01:15","3292","5094","0","419","7763","-115","-102","60","11","479","2167","0","-1","-2535","0","2419","0","0","12","1948",
"2024-12-02 01:20","3249","5095","0","418","7701","-29","-102","60","11","479","2175","0","0","-2538","0","2452","0","61","11","1890",
"2024-12-02 01:25","3188","5092","0","417","7739","47","-102","60","11","479","2176","0","0","-2498","0","2530","0","27","11","1915",
"2024-12-02 01:30","3124","5092","0","417","7685","86","-102","60","11","479","2143","0","-18","-2556","0","2705","0","0","12","1908",
"2024-12-02 01:35","3031","5095","0","418","7739","14","-102","60","11","479","2179","0","0","-2585","0","2554","0","55","11","1947",
"2024-12-02 01:40","3020","5093","0","418","7553","120","-102","60","11","479","2182","0","0","-2561","0","2682","0","12","11","1932",
"2024-12-02 01:45","2957","5094","0","418","7625","2","-102","60","11","479","2177","0","0","-2624","0","2579","0","6","11","1974",
"2024-12-02 01:50","2938","5093","0","419","7583","60","-102","60","11","479","2186","0","-66","-2658","0","2788","0","0","11","1946",
"2024-12-02 01:55","2884","5089","0","418","7483","-35","-102","60","11","479","2181","0","-59","-2611","0","2642","0","0","11","1977",
"2024-12-02 02:00","2866","5091","0","418","7429","187","-102","60","11","479","2180","0","-19","-2535","0","2755","0","0","11","1898",
"2024-12-02 02:05","2843","5088","0","419","7526","84","-102","60","11","477","2182","0","0","-2485","0","2579","0","2","11","1831",
"2024-12-02 02:10","2824","5092","0","418","7483","109","-102","60","11","477","2185","0","0","-2464","0","2581","0","3","11","1770",
"2024-12-02 02:15","2789","5091","0","418","7488","120","-102","60","11","477","2141","0","-21","-2468","0","2647","0","0","11","1785",
"2024-12-02 02:20","2745","5091","0","418","7411","147","-102","60","11","477","2189","0","-40","-2506","0","2706","0","0","11","1787",
"2024-12-02 02:25","2760","5089","0","420","7288","390","-102","60","10","477","2183","0","0","-2506","0","2743","0","164","11","1758",
"2024-12-02 02:30","2791","5094","0","416","7322","288","-102","60","10","477","2181","0","0","-2492","0","2684","0","108","11","1761",
"2024-12-02 02:35","2820","5092","0","415","7284","221","-102","60","10","477","2142","0","-15","-2496","0","2744","0","0","11","1790",
"2024-12-02 02:40","2841","5093","0","420","7302","193","-101","60","10","477","2184","0","-93","-2462","0","2761","0","0","11","1782",
"2024-12-02 02:45","2846","5093","0","420","7396","195","-102","60","10","477","2188","0","-21","-2472","0","2701","0","0","11","1789",
"2024-12-02 02:50","2840","5092","0","420","7404","97","-102","60","10","477","2187","0","-116","-2437","0","2660","0","0","11","1786",
"2024-12-02 02:55","2834","5094","0","421","7287","46","-102","60","11","477","2139","0","-147","-2443","0","2649","0","0","11","1720",
"2024-12-02 03:00","2799","5098","0","419","7305","-149","-97","60","11","477","2188","0","-167","-2554","0","2583","0","0","11","1785",
