Estructura de generación (MW)

Hora,Eólica,Nuclear,Fuel/gas,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Enlace balear,Solar fotovoltaica,Solar térmica,Térmica renovable,Cogeneración y residuos
"2024-12-08 22:45","16127","5105","0","250","2340","3375","-2074","-205","13","53","462","1228",
"2024-12-08 22:50","16149","5102","0","250","2315","3139","-2017","-204","13","53","462","1204",
"2024-12-08 22:55","16126","5099","0","250","2337","3167","-2314","-204","13","53","462","1195",
"2024-12-08 23:00","16148","5104","0","250","2505","3009","-2430","-181","13","53","462","1183",
"2024-12-08 23:05","16714","5099","0","250","2554","2921","-3054","-154","13","53","462","1167",
"2024-12-08 23:10","16821","5105","0","250","2496","2688","-3250","-128","13","53","462","1163",
"2024-12-08 23:15","16654","5107","0","250","2473","2674","-3066","-103","13","53","462","1162",
"2024-12-08 23:20","16634","5101","0","250","2480","2496","-3043","-95","13","53","462","1161",
"2024-12-08 23:25","16472","5099","0","250","2468","2391","-2965","-102","13","53","462","1158",
"2024-12-08 23:30","16388","5103","0","250","2445","2264","-3088","-102","13","53","462","1161",
"2024-12-08 23:35","16220","5102","0","250","2464","1828","-2637","-102","13","53","462","1158",
"2024-12-08 23:40","15812","5102","0","250","2444","1809","-2218","-102","13","53","462","1157",
"2024-12-08 23:45","15845","5101","0","250","2448","1689","-2405","-102","13","53","462","1126",
"2024-12-08 23:50","15795","5104","0","250","2398","1383","-2350","-102","12","53","462","1156",
"2024-12-08 23:55","15932","5104","0","250","2505","1259","-2406","-102","12","53","462","1151",
"2024-12-09 00:00","15943","5101","0","250","2659","1263","-2954","-102","12","53","462","1154",
"2024-12-09 00:05","16576","5101","0","250","2895","1519","-3789","-102","12","54","459","1094",
"2024-12-09 00:10","16608","5097","0","250","2834","1346","-3755","-102","12","54","459","1130",
"2024-12-09 00:15","16665","5106","0","250","2762","1150","-3775","-102","12","54","459","1127",
"2024-12-09 00:20","16555","5104","0","250","2866","839","-3639","-102","12","54","459","1123",
"2024-12-09 00:25","16526","5107","0","250","2817","415","-3450","-102","12","54","459","1123",
"2024-12-09 00:30","16499","5105","0","250","2927","531","-3656","-102","12","54","459","1135",
"2024-12-09 00:35","16390","5099","0","250","3039","259","-3584","-102","12","54","459","1136",
"2024-12-09 00:40","16309","5101","0","250","2915","222","-3441","-102","12","54","459","1134",
"2024-12-09 00:45","16278","5100","0","250","2918","212","-3499","-102","12","54","459","1140",
"2024-12-09 00:50","15935","5100","0","250","2943","69","-3135","-102","12","54","459","1135",
"2024-12-09 00:55","15907","5101","0","250","2922","69","-3380","-102","12","53","459","1132",
"2024-12-09 01:00","15865","5104","0","250","2881","-22","-3375","-102","12","53","459","1128",
"2024-12-09 01:05","16212","5101","0","250","3410","-339","-4008","-102","12","53","450","1117",
"2024-12-09 01:10","16082","5101","0","250","3286","-353","-3921","-102","12","53","450","1071",
"2024-12-09 01:15","15804","5103","0","248","2964","-364","-3496","-102","12","53","450","1105",
"2024-12-09 01:20","15948","5103","0","250","2827","-384","-3519","-101","12","53","450","1110",
"2024-12-09 01:25","16068","5103","0","249","2857","-362","-3798","-101","12","53","450","1109",
"2024-12-09 01:30","16040","5100","0","250","2832","-379","-3774","-102","12","53","450","1069",
"2024-12-09 01:35","15878","5103","0","250","3375","-374","-4295","-102","12","53","450","1107",
"2024-12-09 01:40","15678","5103","0","249","2957","-379","-3634","-102","12","53","450","1114",
"2024-12-09 01:45","15618","5103","0","248","2842","-581","-3559","-102","12","53","450","1111",
"2024-12-09 01:50","15448","5101","0","250","2875","-577","-3527","-102","12","53","450","1111",
"2024-12-09 01:55","15417","5103","0","247","2834","-618","-3421","-102","12","53","450","1106",
"2024-12-09 02:00","15475","5107","0","251","2863","-570","-3772","-102","12","53","450","1102",
"2024-12-09 02:05","15511","5098","0","251","2842","-621","-3800","-102","12","53","440","1101",
"2024-12-09 02:10","15638","5106","0","249","2900","-655","-3983","-102","12","53","440","1112",
"2024-12-09 02:15","15640","5112","0","249","2834","-661","-3977","-102","12","53","440","1065",
"2024-12-09 02:20","15695","5105","0","249","2825","-655","-4036","-102","12","53","440","1106",
"2024-12-09 02:25","15593","5104","0","251","2801","-659","-3972","-102","12","53","440","1096",
"2024-12-09 02:30","15664","5105","0","249","2835","-657","-4068","-102","12","53","440","1096",
"2024-12-09 02:35","15596","5105","0","249","2771","-720","-4023","-102","12","53","440","1053",
"2024-12-09 02:40","15622","5109","0","249","2813","-684","-3853","-102","12","53","440","1099",
"2024-12-09 02:45","15566","5110","0","249","2789","-691","-4049","-102","12","54","440","1090",
"2024-12-09 02:50","15460","5107","0","249","2795","-689","-3923","-102","12","54","440","1102",
"2024-12-09 02:55","15424","5106","0","249","2787","-748","-3952","-102","12","54","440","1046",
"2024-12-09 03:00","15532","5109","0","249","2838","-705","-4003","-102","12","54","440","1094",
"2024-12-09 03:05","15205","5102","0","249","3013","-745","-3762","-95","12","54","401","1095",
"2024-12-09 03:10","15093","5099","0","249","3044","-755","-3614","-95","12","54","401","1099",
"2024-12-09 03:15","14993","5106","0","248","2946","-789","-3549","-102","12","53","401","1058",
"2024-12-09 03:20","15005","5105","0","250","3102","-813","-3709","-102","12","52","401","1061",
"2024-12-09 03:25","15011","5105","0","251","3130","-823","-3765","-101","12","52","401","1099",
"2024-12-09 03:30","15083","5106","0","250","2805","-826","-3853","-102","12","52","401","1089",
"2024-12-09 03:35","15102","5109","0","250","2942","-827","-3808","-102","12","53","401","1094",
"2024-12-09 03:40","15074","5108","0","250","2815","-842","-3806","-102","12","53","401","1086",
"2024-12-09 03:45","15040","5106","0","248","2945","-838","-3751","-102","12","53","401","1083",
"2024-12-09 03:50","15043","5104","0","250","3023","-834","-3800","-102","12","53","401","1079",
"2024-12-09 03:55","14938","5105","0","250","2946","-834","-3644","-102","12","53","401","1088",
"2024-12-09 04:00","14792","5106","0","250","2892","-837","-3682","-102","12","53","401","1054",
"2024-12-09 04:05","14464","5107","0","249","2912","-819","-3215","-102","12","54","397","1094",
"2024-12-09 04:10","14505","5104","0","249","3136","-832","-3342","-102","12","53","397","1089",
"2024-12-09 04:15","14441","5101","0","250","2954","-843","-3256","-102","12","53","397","1088",
"2024-12-09 04:20","14503","5105","0","248","2888","-839","-3321","-102","12","52","397","1092",
"2024-12-09 04:25","14636","5106","0","249","2945","-835","-3577","-102","12","51","397","1090",
"2024-12-09 04:30","14765","5101","0","249","3036","-829","-3656","-102","12","50","397","1092",
"2024-12-09 04:35","14737","5102","0","247","3047","-631","-3617","-102","12","49","397","1091",
"2024-12-09 04:40","14637","5103","0","249","2873","-551","-3424","-102","12","47","397","1076",
"2024-12-09 04:45","14732","5101","0","251","2871","-547","-3524","-102","12","45","397","1088",
"2024-12-09 04:50","14781","5104","0","249","2969","-548","-3554","-102","12","43","397","1093",
"2024-12-09 04:55","14740","5101","0","251","2960","-546","-3296","-102","12","41","397","1091",
"2024-12-09 05:00","14785","5104","0","249","2945","-493","-3505","-102","12","40","397","1095",
"2024-12-09 05:05","15082","5100","0","250","2884","-480","-3694","-102","12","38","412","1093",
"2024-12-09 05:10","15186","5100","0","250","2875","-481","-3720","-102","12","38","412","1092",
"2024-12-09 05:15","15322","5103","0","250","2904","-533","-3863","-102","12","38","407","1090",
"2024-12-09 05:20","15379","5100","0","250","2989","-444","-3663","-102","11","38","407","1085",
"2024-12-09 05:25","15374","5101","0","250","2998","-445","-3834","-102","10","38","407","1051",
"2024-12-09 05:30","15390","5101","0","250","3050","-372","-3875","-102","10","38","407","1096",
"2024-12-09 05:35","15450","5102","0","250","3063","-288","-3772","-102","10","38","407","1097",
"2024-12-09 05:40","15498","5101","0","250","3090","-310","-3561","-102","10","38","407","1093",
"2024-12-09 05:45","15620","5105","0","250","3200","-291","-3819","-102","10","38","407","1114",
"2024-12-09 05:50","15680","5100","0","250","3363","-293","-3967","-102","10","38","407","1116",
"2024-12-09 05:55","15474","5106","0","250","3408","-211","-3915","-102","10","38","407","1115",
"2024-12-09 06:00","15425","5104","0","250","3212","-9","-3709","-102","10","39","407","1128",
"2024-12-09 06:05","15623","5108","0","250","3209","206","-3395","-102","10","39","448","1113",
"2024-12-09 06:10","15829","5102","0","250","3358","278","-3337","-102","10","38","448","1120",
"2024-12-09 06:15","15794","5105","0","250","3244","637","-3267","-102","10","38","448","1186",
"2024-12-09 06:20","15784","5105","0","250","3161","793","-3340","-102","10","38","448","1217",
"2024-12-09 06:25","15780","5103","0","250","3212","880","-3155","-102","10","38","448","1226",
"2024-12-09 06:30","15707","5102","0","250","3279","1008","-3102","-102","10","38","448","1189",
"2024-12-09 06:35","15757","5104","0","250","3358","1289","-3280","-102","10","38","448","1234",
"2024-12-09 06:40","15845","5103","0","250","3516","1348","-3061","-102","10","38","448","1249",
"2024-12-09 06:45","15847","5102","0","250","3827","1346","-3289","-102","10","38","448","1257",
"2024-12-09 06:50","15674","5101","0","250","4187","1474","-3501","-102","10","38","448","1227",
"2024-12-09 06:55","15688","5106","0","250","4291","1538","-3417","-102","10","38","448","1276",
"2024-12-09 07:00","15557","5101","0","251","4237","1677","-3100","-126","10","38","448","1286",
"2024-12-09 07:05","15429","5109","0","251","4079","2547","-2985","-152","10","38","451","1314",
"2024-12-09 07:10","15404","5100","0","251","3823","2954","-2663","-177","10","38","451","1343",
"2024-12-09 07:15","15352","5104","0","249","4324","3156","-3162","-179","10","38","451","1354",
"2024-12-09 07:20","15170","5103","0","250","3932","3472","-2588","-179","10","38","451","1383",
"2024-12-09 07:25","15124","5105","0","250","4225","3484","-2595","-179","10","38","451","1395",
"2024-12-09 07:30","15078","5106","0","250","4429","3486","-2777","-179","10","38","451","1413",
"2024-12-09 07:35","15058","5103","0","250","4848","3585","-2810","-179","10","38","451","1375",
"2024-12-09 07:40","15059","5102","0","250","4893","3614","-2743","-179","10","38","451","1404",
"2024-12-09 07:45","14978","5102","0","250","5165","3722","-2979","-179","10","38","451","1410",
"2024-12-09 07:50","14966","5105","0","250","5505","3792","-3186","-179","10","38","451","1412",
"2024-12-09 07:55","14933","5106","0","250","5305","3727","-2600","-179","10","38","451","1410",
"2024-12-09 08:00","14948","5109","0","250","4936","3913","-2414","-165","10","38","451","1413",
"2024-12-09 08:05","14899","5107","0","250","4682","4474","-2336","-153","12","37","456","1398",
"2024-12-09 08:10","14792","5108","0","249","4747","4833","-2409","-153","14","37","456","1396",
"2024-12-09 08:15","14655","5104","0","249","4600","4934","-2128","-153","20","37","456","1370",
"2024-12-09 08:20","14526","5106","0","251","4650","5270","-2429","-153","36","37","456","1422",
"2024-12-09 08:25","14462","5105","0","249","4746","5262","-2590","-153","70","38","456","1432",
"2024-12-09 08:30","14469","5106","0","250","4724","5267","-2505","-153","135","38","456","1435",
"2024-12-09 08:35","14437","5107","0","250","4691","5361","-2419","-153","247","11","456","1435",
"2024-12-09 08:40","14372","5102","0","250","4689","5321","-2332","-153","423","11","456","1427",
"2024-12-09 08:45","14394","5101","0","250","4721","4981","-2455","-153","668","12","456","1434",
"2024-12-09 08:50","14347","5106","0","250","4542","4702","-2169","-153","996","12","456","1444",
"2024-12-09 08:55","14280","5104","0","250","4499","4412","-2199","-153","1400","12","456","1453",
"2024-12-09 09:00","14337","5102","0","250","4337","4612","-2805","-153","1774","11","456","1446",
"2024-12-09 09:05","14410","5103","0","277","4391","4881","-3565","-153","2375","11","458","1440",
"2024-12-09 09:10","14360","5105","0","294","4141","5047","-3648","-153","2905","11","458","1432",
"2024-12-09 09:15","14370","5103","0","307","3928","4409","-3152","-153","3408","11","458","1410",
"2024-12-09 09:20","14402","5102","0","311","3777","3822","-3243","-153","4075","12","458","1367",
"2024-12-09 09:25","14399","5101","0","313","3889","3802","-3636","-153","4688","10","458","1398",
"2024-12-09 09:30","14199","5106","0","312","3419","3554","-3023","-153","5011","15","458","1384",
"2024-12-09 09:35","14269","5102","0","312","3001","3294","-3124","-177","5664","16","458","1393",
"2024-12-09 09:40","14341","5104","0","314","2742","3241","-3342","-202","6342","18","458","1362",
"2024-12-09 09:45","14369","5100","0","312","2485","3002","-3384","-228","6887","19","458","1391",
"2024-12-09 09:50","14029","5105","0","313","2310","2705","-3099","-236","7504","19","458","1379",
"2024-12-09 09:55","13710","5104","0","311","2279","2754","-3411","-235","8110","19","458","1358",
"2024-12-09 10:00","13553","5104","0","311","2358","2541","-3529","-236","8827","19","458","1324",
"2024-12-09 10:05","13898","5099","0","327","2596","2066","-4975","-236","9630","19","452","1243",
"2024-12-09 10:10","14052","5105","0","345","2587","1816","-5134","-236","9942","22","452","1197",
"2024-12-09 10:15","13942","5105","0","350","2530","1533","-4927","-236","10195","29","452","1180",
"2024-12-09 10:20","13832","5100","0","353","2332","902","-4584","-236","11008","37","452","1175",
"2024-12-09 10:25","13806","5106","0","366","2320","911","-4661","-236","11323","50","452","1173",
"2024-12-09 10:30","13921","5109","0","364","2176","814","-4876","-236","11483","65","452","1169",
"2024-12-09 10:35","13917","5100","0","364","2023","761","-4917","-236","11635","90","452","1165",
"2024-12-09 10:40","13930","5104","0","365","2063","817","-5300","-236","11672","131","452","1164",
"2024-12-09 10:45","13811","5098","0","365","2020","765","-5005","-236","11540","164","452","1117",
"2024-12-09 10:50","13816","5104","0","365","1950","750","-4966","-227","11575","185","452","1150",
"2024-12-09 10:55","13434","5099","0","361","1949","827","-5359","-236","11948","212","452","1158",
"2024-12-09 11:00","13158","5100","0","363","2210","568","-5093","-236","12209","243","452","1139",
"2024-12-09 11:05","13245","5097","0","387","2656","526","-5679","-236","12292","274","423","1082",
"2024-12-09 11:10","13149","5100","0","406","2939","242","-5706","-236","12352","316","423","1098",
"2024-12-09 11:15","13159","5102","0","410","3089","6","-5917","-236","12593","363","423","1096",
"2024-12-09 11:20","13238","5095","0","409","3038","-41","-5933","-236","12526","400","423","1091",
"2024-12-09 11:25","13392","5099","0","411","2990","-46","-5781","-215","12492","434","423","1053",
"2024-12-09 11:30","13401","5103","0","409","3058","-374","-5902","-236","12597","465","423","1096",
"2024-12-09 11:35","13792","5100","0","411","3060","-357","-5790","-236","12204","501","423","1088",
"2024-12-09 11:40","13805","5096","0","410","3060","-209","-6038","-236","12223","537","423","1091",
"2024-12-09 11:45","13765","5100","0","413","2981","-239","-6100","-236","11986","570","423","1091",
"2024-12-09 11:50","13773","5098","0","410","2913","-254","-6277","-236","12419","596","423","1092",
"2024-12-09 11:55","13817","5097","0","407","2887","-267","-6210","-236","12309","614","423","1099",
"2024-12-09 12:00","13938","5098","0","405","2553","-250","-5941","-236","12343","626","405","1105",
"2024-12-09 12:05","13971","5103","0","406","2164","-569","-5479","-236","12594","632","404","1112",
"2024-12-09 12:10","14089","5101","0","403","1897","-581","-5472","-236","12650","634","404","1081",
"2024-12-09 12:15","14126","5101","0","404","1807","-852","-5169","-236","12589","637","404","1117",
"2024-12-09 12:20","14117","5103","0","409","1767","-850","-5276","-236","12575","641","404","1112",
"2024-12-09 12:25","14184","5104","0","406","1760","-886","-5288","-236","12661","643","404","1117",
"2024-12-09 12:30","14214","5102","0","405","1841","-888","-5425","-236","12803","636","404","1118",
"2024-12-09 12:35","14288","5103","0","405","1916","-875","-5336","-236","12722","631","404","1118",
"2024-12-09 12:40","14299","5103","0","405","2087","-858","-5558","-236","12842","626","404","1118",
"2024-12-09 12:45","14329","5108","0","405","2471","-872","-5416","-236","12519","616","404","1121",
"2024-12-09 12:50","14255","5106","0","405","2726","-977","-5533","-236","12350","614","404","1121",
"2024-12-09 12:55","14245","5109","0","404","2739","-940","-5514","-236","12263","609","404","1117",
"2024-12-09 13:00","14293","5105","0","406","2489","-982","-5551","-236","12383","602","404","1108",
"2024-12-09 13:05","14405","5104","0","406","2211","-1082","-5570","-236","12702","596","368","1109",
"2024-12-09 13:10","14537","5106","0","405","2225","-1117","-5582","-236","12885","594","368","1114",
"2024-12-09 13:15","14512","5105","0","405","2222","-1112","-5339","-236","12855","592","368","1080",
"2024-12-09 13:20","14528","5108","0","401","2229","-1109","-5300","-236","12827","591","368","1121",
"2024-12-09 13:25","14565","5108","0","405","2253","-1119","-5418","-236","12868","588","368","1121",
"2024-12-09 13:30","14481","5110","0","405","2289","-1116","-5142","-236","12841","588","368","1123",
"2024-12-09 13:35","14563","5109","0","405","2414","-1130","-5565","-236","12973","586","368","1088",
"2024-12-09 13:40","14542","5108","0","404","2450","-1133","-5562","-236","12797","588","368","1131",
"2024-12-09 13:45","14503","5107","0","405","2460","-1149","-5476","-236","12889","591","345","1127",
"2024-12-09 13:50","14625","5107","0","405","2536","-1135","-5355","-236","12627","592","348","1124",
"2024-12-09 13:55","14693","5106","0","406","2530","-1146","-5244","-236","12349","594","348","1122",
"2024-12-09 14:00","14779","5104","0","406","2623","-1279","-5290","-236","12184","595","348","1113",
"2024-12-09 14:05","14722","5103","0","393","2765","-1273","-5629","-236","12517","597","364","1123",
"2024-12-09 14:10","14976","5104","0","374","2793","-1213","-5741","-236","12490","598","364","1123",
"2024-12-09 14:15","15061","5107","0","355","2852","-1204","-5792","-236","12487","603","364","1122",
"2024-12-09 14:20","15020","5102","0","353","2946","-1199","-5560","-236","12506","611","364","1080",
"2024-12-09 14:25","14939","5107","0","351","2936","-1207","-5693","-236","12412","616","364","1122",
"2024-12-09 14:30","14992","5101","0","351","2881","-1197","-5667","-236","12283","619","381","1119",
"2024-12-09 14:35","15051","5104","0","349","2794","-1236","-5625","-236","12331","627","381","1080",
"2024-12-09 14:40","14978","5106","0","349","2801","-1203","-5287","-236","12207","635","381","1118",
"2024-12-09 14:45","14964","5101","0","349","2992","-1214","-5771","-236","12337","644","381","1114",
"2024-12-09 14:50","14901","5107","0","348","3229","-1219","-5800","-236","12157","654","381","1115",
"2024-12-09 14:55","14717","5104","0","348","3220","-1238","-5433","-236","12083","665","381","1103",
"2024-12-09 15:00","14860","5103","0","348","3217","-1232","-5484","-236","11838","674","381","1072",
"2024-12-09 15:05","14953","5104","0","356","3240","-1196","-5348","-236","11502","681","389","1116",
"2024-12-09 15:10","14978","5104","0","354","3250","-1109","-5554","-236","11337","692","389","1120",
"2024-12-09 15:15","15017","5101","0","356","3230","-1041","-5805","-236","11428","709","389","1117",
"2024-12-09 15:20","14930","5101","0","355","3236","-942","-5718","-236","11433","720","389","1121",
"2024-12-09 15:25","15040","5102","0","355","3266","-932","-5685","-236","11326","731","389","1116",
"2024-12-09 15:30","15152","5101","0","355","3430","-933","-5527","-236","11009","740","389","1117",
"2024-12-09 15:35","15156","5103","0","355","3513","-930","-5682","-236","10895","750","389","1129",
"2024-12-09 15:40","15229","5098","0","355","3499","-902","-5786","-236","10842","754","389","1132",
"2024-12-09 15:45","15240","5101","0","356","3531","-774","-5446","-236","10418","764","389","1129",
"2024-12-09 15:50","15259","5099","0","354","3580","-744","-5437","-236","10357","776","389","1150",
"2024-12-09 15:55","15263","5102","0","354","3628","-729","-5431","-236","10242","787","389","1165",
"2024-12-09 16:00","14748","5103","0","354","3440","-382","-4852","-236","9947","805","389","1190",
"2024-12-09 16:05","14272","5102","0","339","3338","-145","-3856","-236","9159","819","476","1228",
"2024-12-09 16:10","14145","5099","0","323","3139","-89","-3644","-236","9116","833","476","1156",
"2024-12-09 16:15","14157","5099","0","302","3450","450","-3938","-236","8685","851","475","1266",
"2024-12-09 16:20","13884","5101","0","303","3319","725","-3714","-236","8338","864","475","1284",
"2024-12-09 16:25","14213","5101","0","303","3437","1080","-3975","-236","7866","876","475","1278",
"2024-12-09 16:30","14561","5100","0","300","3521","1096","-4094","-236","7523","885","475","1307",
"2024-12-09 16:35","14680","5103","0","300","3698","1165","-3943","-236","7040","898","475","1382",
"2024-12-09 16:40","14885","5101","0","303","3854","1385","-3830","-236","6514","896","475","1398",
"2024-12-09 16:45","14998","5098","0","298","4132","2027","-4352","-236","5862","882","475","1413",
"2024-12-09 16:50","15087","5101","0","295","4453","2326","-4406","-236","5247","869","475","1430",
"2024-12-09 16:55","15112","5103","0","293","4635","2644","-4304","-236","4665","842","475","1496",
"2024-12-09 17:00","15018","5102","0","295","4622","3153","-4100","-212","4042","800","475","1549",
"2024-12-09 17:05","14975","5102","0","276","4614","3063","-3223","-186","3395","802","482","1602",
"2024-12-09 17:10","14922","5101","0","258","4654","3593","-3280","-160","2953","783","482","1648",
"2024-12-09 17:15","14889","5106","0","247","5053","3937","-3265","-149","2499","761","482","1555",
"2024-12-09 17:20","14719","5103","0","248","5616","4530","-3633","-149","1823","696","482","1708",
"2024-12-09 17:25","14589","5105","0","248","5711","4481","-3011","-149","1371","656","482","1719",
"2024-12-09 17:30","14524","5102","0","249","5939","5087","-3495","-149","1072","612","482","1688",
"2024-12-09 17:35","14428","5105","0","249","6053","5294","-3177","-149","766","586","482","1731",
"2024-12-09 17:40","14387","5104","0","248","6208","5422","-3021","-149","543","554","482","1746",
"2024-12-09 17:45","14312","5097","0","249","6176","5929","-3034","-149","354","496","482","1753",
"2024-12-09 17:50","14290","5102","0","249","6204","6403","-3023","-149","224","473","482","1720",
"2024-12-09 17:55","14142","5102","0","249","6121","6536","-2633","-149","136","460","482","1761",
"2024-12-09 18:00","14143","5101","0","249","5764","5800","-1378","-159","80","429","482","1766",
"2024-12-09 18:05","14059","5101","0","262","5549","5170","-341","-166","41","409","489","1775",
"2024-12-09 18:10","13968","5102","0","283","5344","5219","23","-166","27","386","489","1782",
"2024-12-09 18:15","13950","5100","0","291","5375","5430","69","-166","22","368","489","1792",
"2024-12-09 18:20","13867","5098","0","291","5712","5440","49","-166","22","322","489","1801",
"2024-12-09 18:25","13875","5102","0","291","5824","5694","-212","-166","19","297","489","1808",
"2024-12-09 18:30","13802","5099","0","291","5869","5801","-244","-166","19","285","489","1813",
"2024-12-09 18:35","13813","5099","0","293","6012","6015","-583","-166","19","272","489","1815",
"2024-12-09 18:40","13857","5102","0","290","5970","5771","-562","-165","19","249","489","1820",
"2024-12-09 18:45","13910","5100","0","292","5922","6028","-464","-166","19","237","489","1823",
"2024-12-09 18:50","13902","5099","0","293","6085","6048","-591","-166","19","234","489","1816",
"2024-12-09 18:55","14001","5098","0","291","6189","5920","-603","-166","20","231","489","1816",
"2024-12-09 19:00","13989","5098","0","288","6145","6033","-745","-175","19","229","489","1822",
"2024-12-09 19:05","14012","5098","0","285","6147","6134","-735","-183","19","225","491","1817",
"2024-12-09 19:10","14048","5098","0","285","6054","6207","-767","-183","19","221","491","1824",
"2024-12-09 19:15","14025","5098","0","285","6006","6223","-793","-183","19","222","491","1817",
"2024-12-09 19:20","14006","5100","0","285","6068","6348","-765","-183","19","213","491","1822",
"2024-12-09 19:25","13973","5100","0","285","6197","6347","-711","-183","19","208","491","1830",
"2024-12-09 19:30","13937","5097","0","285","6210","6357","-699","-183","19","201","491","1833",
"2024-12-09 19:35","13964","5098","0","286","6203","6447","-791","-182","19","194","491","1836",
"2024-12-09 19:40","13883","5097","0","286","6236","6560","-626","-183","19","192","491","1833",
"2024-12-09 19:45","13827","5102","0","285","6303","6654","-659","-183","19","190","491","1843",
"2024-12-09 19:50","13728","5101","0","285","6368","6870","-697","-182","19","179","491","1835",
"2024-12-09 19:55","13674","5101","0","284","6389","6861","-609","-183","19","157","491","1831",
"2024-12-09 20:00","13669","5101","0","288","6702","6777","-540","-192","19","148","491","1790",
"2024-12-09 20:05","13725","5097","0","284","6581","6755","-445","-193","20","146","496","1832",
"2024-12-09 20:10","13799","5102","0","285","6474","6614","25","-193","20","130","496","1834",
"2024-12-09 20:15","13758","5100","0","285","6483","6704","-10","-193","20","114","496","1833",
"2024-12-09 20:20","13779","5099","0","285","6517","6606","146","-193","20","113","496","1797",
"2024-12-09 20:25","13749","5101","0","287","6581","6741","134","-193","19","114","496","1840",
"2024-12-09 20:30","13727","5102","0","286","6613","6731","-12","-193","19","115","496","1835",
"2024-12-09 20:35","13699","5098","0","296","6547","6694","169","-193","19","114","496","1841",
"2024-12-09 20:40","13741","5101","0","318","6595","6731","6","-193","19","97","496","1845",
"2024-12-09 20:45","13649","5102","0","329","6560","6731","80","-193","19","105","496","1854",
"2024-12-09 20:50","13615","5101","0","332","6587","6783","180","-193","19","96","496","1860",
"2024-12-09 20:55","13479","5105","0","330","6582","6779","181","-193","19","97","496","1864",
"2024-12-09 21:00","13446","5105","0","331","6582","6805","65","-184","19","96","496","1866",
"2024-12-09 21:05","13412","5100","0","316","6533","6955","-120","-173","19","95","492","1866",
"2024-12-09 21:10","13411","5101","0","304","6533","7078","-35","-174","19","95","492","1868",
"2024-12-09 21:15","13371","5102","0","307","6471","6871","-74","-173","19","95","492","1874",
"2024-12-09 21:20","13336","5097","0","307","6493","6876","-118","-173","19","96","492","1874",
"2024-12-09 21:25","13303","5101","0","308","6528","6841","-156","-173","19","97","492","1836",
"2024-12-09 21:30","13229","5103","0","307","6507","6577","-86","-173","19","96","492","1873",
"2024-12-09 21:35","13243","5100","0","307","6506","6481","-254","-174","19","93","492","1869",
"2024-12-09 21:40","13148","5101","0","307","6503","6245","-73","-174","19","86","492","1872",
"2024-12-09 21:45","13059","5103","0","304","6423","6015","-16","-173","19","86","492","1835",
"2024-12-09 21:50","12977","5098","0","301","6392","5783","-5","-174","19","86","492","1879",
"2024-12-09 21:55","12896","5102","0","298","6290","5580","-3","-173","19","86","492","1875",
"2024-12-09 22:00","12890","5104","0","295","6271","5621","-560","-150","18","85","492","1876",
"2024-12-09 22:05","12921","5103","0","279","6369","5903","-1133","-123","18","83","493","1872",
"2024-12-09 22:10","12845","5102","0","275","6435","5759","-1137","-98","18","79","493","1873",
"2024-12-09 22:15","12751","5105","0","275","6364","5389","-889","-101","18","78","493","1879",
"2024-12-09 22:20","12730","5102","0","275","6174","5263","-972","-102","18","76","493","1872",
